Carimbo de data/hora,Qual a sua idade?,Qual a sua formação acadêmica?,Qual o seu maior grau de escolaridade?,Por quanto tempo você estudou (ou tem estudado) em universidade?,Qual é o seu cargo/posição atualmente?,Por quanto tempo você tem exercido este cargo/posição?,Quanto tempo de experiência você tem com modelagem de software?,Quanto tempo de experiência com desenvolvimento de software você tem?,Em qual empresa você trabalha atualmente?,Quanto ao uso de UML nas empresas [O uso de UML em empresas é universal],Quanto ao uso de UML nas empresas [UML não é ainda universalmente aceita como linguagem de modelagem padrão em projetos de desenvolvimento de software dirigido por modelos],Quanto ao uso de UML nas empresas [Modelos UML ajudam durante discussões sobre como integrar aplicações],Quanto ao uso de UML nas empresas [O ganho de produtividade com a geração de código de modelos UML tende a ser mais vantajoso que integrar código ],Quanto ao uso de UML nas empresas [A geração de código de modelos UML está crescendo],"Quanto ao uso de UML nas empresas [Não existe um ""papel"" (e.x., programador, analista, etc) que particularmente exija o uso de UML ]","Quanto ao uso de UML nas empresas [A UML ajuda profissionais com pouca habilidade de comunicação em um língua (e.x., inglês) a discutir idéias e decisões de projeto]","Quanto ao uso de UML nas empresas [A UML ajuda na formação de um entendimento único entre os desenvolvedores, eliminando entendimento conflitantes]",Quanto ao uso de UML nas empresas [O custo de promover o correto entendimento entre diferentes pessoas com diferentes níveis de formação/experiência e formas de pensar é alto],"Quanto ao uso de UML nas empresas [Desenvolvedores estão usando a UML cada vez menos, pois usá-la dificulta a comunicação entre as pessoas; exceto quando usada de forma simplificada/informal]","Quanto ao uso de UML nas empresas [UML tende a ser utilizada ou na fase de projeto ou na fase de implementação, nunca em ambas]","Quanto ao uso de UML nas empresas [As diferentes formas de utilizar a UML são as possíveis causadoras dos problemas de interpretação, visto que a UML não tem uma semântica formal]",Quanto ao uso de UML nas empresas [Quem utiliza UML durante a fase de projeto tende a utilizá-la de forma seletiva e informal],"Quanto ao uso de UML nas empresas [As empresas tendem a desenvolver software relativamente pequeno que passa por continua modificação. Desenvolvedores passam a guardar as decisões de projeto ""na mente"" e a se comunicarem efetivamente sem qualquer diagrama formal ]","Quanto ao uso de UML nas empresas [O desenvolvedor tende a usar a UML para expressar abstrações e os casos mais críticos. Porém eles param de usá-la quando começam a pensar mais concretamente, especialmente quando estão implementando]","Quanto ao uso de UML nas empresas [A UML passa a ser confusa e complexa devido ao elevado número de diagramas, à dificuldade de verificar a consistência dos modelos, à dificuldade de verificar a completude dos modelos, ao desafio de sincronizar os modelos]","Quanto ao uso de UML nas empresas [Usar a UML seletivamente (apenas alguns diagramas) ajuda a minimizar a complexidade, evitar problemas de completude e inconsistência entre os diagramas]",Quanto ao uso de UML nas empresas [A utilidade da UML para os profissionais da indústria surge do fato de adaptar o seu uso para um propósito específico],"Quanto ao uso de UML nas empresas [Profissionais criticam a UML por sua complexidade, falta de uma semântica formal, probabilidade de inconsistência entre os modelos e problemas de sincronização entre os modelos]","Quanto ao uso de UML nas empresas [Um dos principais motivos de não se utilizar UML é que ele não é apenas uma notação, mas uma ideologia]",Quanto ao uso de UML nas empresas [UML é essencialmente um linguagem (ou idéia) acadêmica],"Quanto ao uso de UML nas empresas [Representar aspectos estruturais (e.x., em diag. de classes) e comportamentais (em diagrama de sequência) dificulta a compreensão geral do sistema]","Quanto ao uso de UML nas empresas [Os diagramas UML representam visões complementares do sistema, mantê-los sincronizados representa um dos fatores que dificultam o uso da UML em empresas]",Quanto ao uso de UML nas empresas [As ferramentas de modelagem UML não são usuais],Quanto ao uso de UML nas empresas [Se a UML tivesse mais formalismo os desenvolvedores passariam a utilizá-la com mais frequência],Quanto ao uso de UML nas empresas [A UML não atende as necessidades que os projetos de desenvolvimento de software apresentam],"Por que os desenvolvedores tendem a não utilizar UML nas empresas? [Os modelos UML não são perfeitamente compreendidos por todos stakeholders (tais como, cliente, desenvolvedores, arquitetors, etc.) envolvidos durante o desenvolvimento]",Por que os desenvolvedores tendem a não utilizar UML nas empresas? [Os diagramas UML não atendem as necessidades de representação encontradas pelos desenvolvedores],"Por que os desenvolvedores tendem a não utilizar UML nas empresas? [O curto espaço de tempo para desenvolver leva os desenvolvedores a não utilizarem os modelos, focando apenas no código]",Por que os desenvolvedores tendem a não utilizar UML nas empresas? [As ferramentas de modelagem não são “amigáveis”],Por que os desenvolvedores tendem a não utilizar UML nas empresas? [A falta de padrões de modelagem que guiem os desenvolvedores com boas práticas de como representar os modelos],Por que os desenvolvedores tendem a não utilizar UML nas empresas? [A UML não atende as todas as necessidades de representação encontradas na prática],Por que os desenvolvedores tendem a não utilizar UML nas empresas? [Desenvolvedores não gostam de modelar],Por que os desenvolvedores tendem a não utilizar UML nas empresas? [Não é possível saber o grau de abstração dos modelos representados],Por que os desenvolvedores tendem a não utilizar UML nas empresas? [Dificuldade de criar um “modelo geral” de forma fácil],Por que os desenvolvedores tendem a não utilizar UML nas empresas? [É difícil garantir a consistência entre os vários modelos criados],Por que os desenvolvedores tendem a não utilizar UML nas empresas? [Alto esforço deve ser investido para criar e manter os modelos],Por que os desenvolvedores tendem a não utilizar UML nas empresas? [O retorno do investimento para criação dos modelos não é  mensurável ou percebido],Por que os desenvolvedores tendem a não utilizar UML nas empresas? [A cultura da empresa afeta a forma como a UML é utilizada],Por que os desenvolvedores tendem a não utilizar UML nas empresas? [A falta de ferramenta que dê suporte a modelagem colaborativa],Por que os desenvolvedores tendem a não utilizar UML nas empresas? [Dificuldade de avaliar a qualidade dos modelos criados],Por que os desenvolvedores tendem a não utilizar UML nas empresas? [Tem-se a impressão que a UML foi criada para uso acadêmico e não prático],"O uso de UML pode aumentar com as melhorias abaixo [Diagramas orientados a funcionalidades, e não diagramas gerais]",O uso de UML pode aumentar com as melhorias abaixo [Diagramas gerais (“Big Picture”) sendo obtidos automaticamente de diagramas orientados a funcionalidade],O uso de UML pode aumentar com as melhorias abaixo [Diagramas completamente sincronizados com o código e vice-versa],"O uso de UML pode aumentar com as melhorias abaixo [Ferramenta de modelagem que suporte o desenvolvimento colaborativo, permitindo que desenvolvedores tenham consciência das modificações que os desenvolvedores estão realizando em tempo de execução, algo como o Google Docs]",Como UML é utilizada onde você trabalha?,Qual a principal dificuldade de utilizar UML?,Quando o uso de UML vale a pena?,Você utiliza UML no seu dia a dia?
2013/07/01 6:16:48 PM GMT-4,23,Análise de Sistemas,graduando,de 2 a 4 anos,Programador,de 5 a 6 anos,de 3 a 4 anos,de 5 a 6 anos,Centri ,Neutro,Neutro,Concordo Totalmente,Concordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Parcialmente,Concordo Parcialmente,Neutro,Concordo Parcialmente,Concordo Parcialmente,Concordo Totalmente,Concordo Parcialmente,Concordo Totalmente,Neutro,Neutro,Neutro,Discordo Parcialmente,Discordo Totalmente,Concordo Totalmente,Discordo Parcialmente,Discordo Parcialmente,Discordo Parcialmente,Concordo parcialmente,Discordo parcialmente,Concordo completamente,Discordo parcialmente,Concordo completamente,Discordo parcialmente,Concordo completamente,Concordo parcialmente,Neutro,Concordo completamente,Concordo parcialmente,Concordo completamente,Concordo completamente,Concordo completamente,Concordo completamente,Concordo parcialmente,Concordo completamente,Concordo parcialmente,Concordo completamente,Concordo completamente,Não é utilizada.,Manter atualizados os artefatos.,Em casos complexos para ilustrá-los; diminuir a falta de compreensão entre stakeholders; formalizar um cenário para desenvolvê-lo.,Não
2013/07/01 6:17:46 PM GMT-4,29,Ciência da Computação,Mestrado,mais de 8 anos,Professor / Pesquisador,de 5 a 6 anos,de 3 a 4 anos,mais de 8 anos,Faculdade Ruy Barbosa,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Neutro,Neutro,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Parcialmente,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Parcialmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Parcialmente,Concordo Parcialmente,Discordo Totalmente,Discordo Totalmente,Discordo Totalmente,Concordo Totalmente,Discordo Parcialmente,Neutro,Neutro,Concordo parcialmente,Concordo parcialmente,Concordo completamente,Discordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo completamente,Neutro,Concordo parcialmente,Concordo completamente,Concordo completamente,Concordo completamente,Concordo completamente,Neutro,Concordo completamente,Concordo parcialmente,Neutro,Neutro,Concordo completamente,Concordo completamente,Não tenho usado UML atualmente.,Acredito que seja a falta de ligação (sincronização) entre modelos e código fonte (bidirecional) e o alto custo para construir modelos e mantê-los atualizados.,"* Geração de código.
* Necessidade de documentação e distribuição do conhecimento em grandes equipes de desenvolvimento onde a comunicação verbal e muito informal torna-se pouco efetiva e pouco gerenciável.
* E quando pelo menos parte da equipe já conhece a notação. Quando toda equipe desconhece a notação, utilizar UML pode piorar a comunicação.",Não
2013/07/01 7:07:25 PM GMT-4,25,GTI,Graduação,de 2 a 4 anos,Analista,menos de 2 anos,menos de 2 anos,menos de 2 anos,,Discordo Totalmente,Concordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Discordo Totalmente,Concordo Parcialmente,Concordo Totalmente,Neutro,Discordo Parcialmente,Neutro,Neutro,Discordo Parcialmente,Discordo Parcialmente,Discordo Parcialmente,Concordo Totalmente,Concordo Parcialmente,Neutro,Concordo Parcialmente,Discordo Totalmente,Discordo Totalmente,Discordo Parcialmente,Discordo Parcialmente,Discordo Parcialmente,Discordo Parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Discordo parcialmente,Discordo parcialmente,Concordo parcialmente,Concordo completamente,Discordo parcialmente,Discordo parcialmente,Concordo parcialmente,Concordo parcialmente,Discordo parcialmente,Concordo parcialmente,Discordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Discordo parcialmente,Concordo parcialmente,Concordo parcialmente,,,,Não
2013/07/01 10:22:41 PM GMT-4,34,Ciência da Computação,Graduação,de 5 a 6 anos,Programador,mais de 8 anos,mais de 8 anos,mais de 8 anos,Dataweb,Discordo Totalmente,Concordo Parcialmente,Concordo Totalmente,Neutro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo Parcialmente,Concordo Totalmente,Concordo Parcialmente,Neutro,Concordo Parcialmente,Neutro,Discordo Totalmente,Neutro,Concordo Parcialmente,Concordo Totalmente,Concordo Parcialmente,Neutro,Neutro,Concordo Parcialmente,Discordo Parcialmente,Discordo Parcialmente,Discordo Totalmente,Discordo Parcialmente,Discordo Parcialmente,Discordo parcialmente,Concordo parcialmente,Concordo parcialmente,Discordo completamente,Discordo parcialmente,Concordo parcialmente,Discordo completamente,Discordo parcialmente,Neutro,Discordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo completamente,Discordo parcialmente,Discordo parcialmente,Discordo parcialmente,Concordo parcialmente,Neutro,Concordo parcialmente,Concordo parcialmente,Nao é utilizada,Falta de beneficio pratico,"Comunicação entre niveis distintos, automação/code generation (mas geralmente o modelo UML acaba sendo ""fraco"" pra esses casos e acaba sendo substituido por um mais especifico)",Não
2013/07/02 9:14:06 AM GMT-4,28,Sistema de Informação,Graduação,de 2 a 4 anos,Analista,menos de 2 anos,de 3 a 4 anos,de 3 a 4 anos,DBServer,Discordo Parcialmente,Concordo Parcialmente,Concordo Totalmente,Neutro,Neutro,Discordo Parcialmente,Concordo Totalmente,Concordo Totalmente,Concordo Parcialmente,Discordo Parcialmente,Discordo Totalmente,Discordo Totalmente,Neutro,Discordo Parcialmente,Concordo Parcialmente,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo Parcialmente,Discordo Totalmente,Discordo Totalmente,Discordo Totalmente,Concordo Totalmente,Discordo Parcialmente,Neutro,Discordo Parcialmente,Concordo parcialmente,Discordo parcialmente,Concordo completamente,Discordo parcialmente,Neutro,Neutro,Concordo parcialmente,Discordo parcialmente,Discordo parcialmente,Concordo parcialmente,Concordo completamente,Concordo parcialmente,Concordo parcialmente,Neutro,Concordo parcialmente,Discordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo completamente,Concordo completamente,"A maioria dos projetos trabalha de forma ágil, elaborando um ou outro diagrama quando necessário. No caso do meu projeto, utilizamos somente o diagrama de atividades e de casos de uso.","O custo de elaborar os diagramas, conhecimento do pessoal, dificuldade de manter os diagramas sincronizados.",Quando o cliente está disposto a arcar com os custos envolvidos.,Sim
2013/07/02 10:46:24 AM GMT-4,28,Sistema de Informação,graduando,de 7 a 8 anos,Programador,de 7 a 8 anos,de 3 a 4 anos,mais de 8 anos,Ibrowse,Concordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Discordo Parcialmente,Neutro,Concordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Discordo Parcialmente,Concordo Parcialmente,Discordo Totalmente,Concordo Totalmente,Neutro,Concordo Parcialmente,Concordo Parcialmente,Concordo Totalmente,Concordo Parcialmente,Neutro,Concordo Parcialmente,Neutro,Discordo Parcialmente,Discordo Parcialmente,Concordo Totalmente,Discordo Totalmente,Neutro,Neutro,Concordo parcialmente,Concordo parcialmente,Concordo completamente,Concordo parcialmente,Concordo completamente,Concordo parcialmente,Concordo parcialmente,Neutro,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo completamente,Concordo parcialmente,Discordo parcialmente,Neutro,Concordo parcialmente,Concordo completamente,Neutro,Concordo completamente,Concordo completamente,"No projeto atual, é utilizado apenas diagramas de caso de uso com especificações do caso e seus fluxos.",A curva de aprendizagem relacionada a seus diversos tipos de diagrama e como estes se relacionam.,Quando o projeto organizado de grande porte e dividido entre diversas equipes.,Sim
2013/07/02 11:06:41 AM GMT-4,25,Ciência da Computação,Graduação,de 7 a 8 anos,Programador,de 3 a 4 anos,menos de 2 anos,de 3 a 4 anos,TJRS,Concordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Neutro,Neutro,Neutro,Neutro,Neutro,Concordo Parcialmente,Concordo Parcialmente,Neutro,Concordo Parcialmente,Concordo Parcialmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Parcialmente,Neutro,Neutro,Neutro,Neutro,Concordo Totalmente,Neutro,,Concordo parcialmente,Neutro,Concordo completamente,Concordo completamente,Concordo parcialmente,Concordo parcialmente,Concordo completamente,Neutro,Concordo parcialmente,Neutro,Concordo completamente,Concordo completamente,Concordo completamente,Concordo completamente,Concordo completamente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo completamente,,,,Não
2013/07/02 6:53:55 PM GMT-4,23,Ciência da Computação,Graduando,de 5 a 6 anos,Programador,de 3 a 4 anos,menos de 2 anos,de 5 a 6 anos,SAP,Concordo Parcialmente,Discordo Parcialmente,Concordo Totalmente,Concordo Parcialmente,Concordo Parcialmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Neutro,Discordo Parcialmente,Discordo Parcialmente,Neutro,Concordo Parcialmente,Concordo Parcialmente,Concordo Totalmente,Neutro,Neutro,Concordo Totalmente,Discordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Discordo Totalmente,Discordo Parcialmente,Neutro,Concordo parcialmente,Discordo parcialmente,Concordo parcialmente,Discordo completamente,Concordo parcialmente,Discordo parcialmente,Concordo completamente,Concordo parcialmente,Neutro,Concordo parcialmente,Concordo parcialmente,Concordo completamente,Concordo completamente,Concordo parcialmente,Concordo parcialmente,Neutro,Concordo completamente,Concordo completamente,Concordo completamente,Concordo completamente,No ambiente em que trabalho costumamos modelar utilizando a UML quando fazemos a análise mais detalhada da necessidade em projetos novos.,Nem sempre há padrões ou a competência coletiva para manter atualizados os artefatos criados especialmente na fase da análise e planejamento de projeto.,Quando há a cultura de criar e manter os diagramas e há ferramentas que possibilitem a sincronização facilitada entre diagramas e código.,Sim
2013/07/02 9:34:52 PM GMT-4,26,Sistema de Informação,Graduação,de 5 a 6 anos,Analista,de 5 a 6 anos,menos de 2 anos,de 3 a 4 anos,HCL,Concordo Totalmente,Discordo Parcialmente,Concordo Totalmente,Concordo Parcialmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Neutro,Neutro,Neutro,Neutro,Concordo Totalmente,Discordo Parcialmente,Concordo Parcialmente,Concordo Totalmente,Concordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Neutro,Concordo Totalmente,Concordo Parcialmente,Concordo Parcialmente,Neutro,Concordo completamente,Neutro,Concordo parcialmente,Neutro,Concordo parcialmente,Neutro,Concordo parcialmente,Neutro,Neutro,Neutro,Neutro,Discordo parcialmente,Concordo parcialmente,Neutro,Neutro,Neutro,Concordo completamente,Concordo completamente,Concordo completamente,Concordo completamente,Não é utilizado,N.A.,No desenvolvimento de médios e grandes sistemas.,Não
2013/07/03 9:51:38 AM GMT-4,43,Ciência da Computação,Graduação,de 7 a 8 anos,Programador,mais de 8 anos,de 3 a 4 anos,de 7 a 8 anos,TJRS,Concordo Totalmente,Concordo Parcialmente,Concordo Totalmente,Concordo Totalmente,Concordo Parcialmente,Concordo Parcialmente,Concordo Totalmente,Concordo Parcialmente,Neutro,Discordo Parcialmente,Neutro,Neutro,Concordo Parcialmente,Neutro,Concordo Totalmente,Discordo Parcialmente,Concordo Totalmente,Concordo Parcialmente,Neutro,Neutro,Discordo Parcialmente,Discordo Totalmente,Concordo Parcialmente,Neutro,Concordo Parcialmente,Discordo Totalmente,Concordo parcialmente,Discordo parcialmente,Concordo completamente,Concordo parcialmente,Neutro,Concordo parcialmente,Discordo parcialmente,Neutro,Discordo parcialmente,Concordo parcialmente,Concordo completamente,Concordo parcialmente,Concordo completamente,Neutro,Neutro,Discordo parcialmente,Concordo parcialmente,Concordo completamente,Concordo parcialmente,Neutro,Uso é básico.,Falta de familiaridade dos analistas com as ferramentas,Projetos de medio e grande porte,Não
2013/07/03 11:04:40 AM GMT-4,24,Análise de Sistemas,Graduação,menos de 2 anos,Programador,menos de 2 anos,menos de 2 anos,menos de 2 anos,iVirtua,Concordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Neutro,Discordo Parcialmente,Concordo Totalmente,Concordo Parcialmente,Concordo Totalmente,Neutro,Neutro,Neutro,Concordo Parcialmente,Neutro,Concordo Parcialmente,Discordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Neutro,Neutro,Concordo Parcialmente,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Parcialmente,Discordo Parcialmente,Concordo parcialmente,Discordo parcialmente,Concordo completamente,Neutro,Neutro,Neutro,Concordo parcialmente,Neutro,Concordo parcialmente,Concordo parcialmente,Concordo completamente,Concordo parcialmente,Concordo completamente,Neutro,Concordo parcialmente,Concordo completamente,Neutro,Neutro,Neutro,Concordo parcialmente,,,,Não
2013/07/03 1:13:11 PM GMT-4,27,Análise de Sistemas,Graduação,menos de 2 anos,Programador,de 5 a 6 anos,de 7 a 8 anos,de 7 a 8 anos,iVirtua,Discordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Neutro,Concordo Parcialmente,Neutro,Concordo Parcialmente,Concordo Totalmente,Concordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo completamente,Neutro,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,,,,Não
2013/07/03 3:50:10 PM GMT-4,26,Análise e Desenvolvimento de Sistemas,Graduação,de 7 a 8 anos,Arquiteto,de 3 a 4 anos,de 5 a 6 anos,de 7 a 8 anos,,Discordo Totalmente,Discordo Parcialmente,Discordo Totalmente,,Discordo Parcialmente,Concordo Totalmente,Discordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Concordo Totalmente,Discordo Parcialmente,Discordo Parcialmente,Concordo Totalmente,Discordo Parcialmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo Parcialmente,Concordo Parcialmente,Discordo Totalmente,Discordo Parcialmente,Concordo Totalmente,Discordo Parcialmente,Discordo Totalmente,Concordo Totalmente,Concordo completamente,Concordo parcialmente,Concordo completamente,Discordo parcialmente,Discordo completamente,Concordo completamente,Discordo parcialmente,Discordo parcialmente,Concordo parcialmente,Concordo completamente,Concordo completamente,Concordo completamente,Concordo completamente,Discordo parcialmente,Discordo parcialmente,Discordo parcialmente,Concordo completamente,Discordo parcialmente,Concordo completamente,Discordo parcialmente,Utilizada somente na fase de projeto. Sendo utilizada somente nas classe de domínio da aplicação,"Manter o código sincronizado com o diagrama.

Perca de tempo criando métodos no modelo que não são significativos como getters e setters","Quando esclarece o domínio da aplicação, ou o contexto de uma atividade. Por exemplo diagramas parciais de módulos que necessitam serem implementados.

Na fase de projeto da solução, pois é mais fácil realizar alterações em tempo de projeto.",Sim
2013/07/03 5:01:12 PM GMT-4,27,Ciência da Computação,Graduação,de 5 a 6 anos,Programador,de 7 a 8 anos,de 5 a 6 anos,de 7 a 8 anos,SAP,Neutro,Concordo Parcialmente,Concordo Parcialmente,Neutro,Concordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Concordo Totalmente,Neutro,Neutro,Neutro,Neutro,Concordo Parcialmente,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Parcialmente,Neutro,Concordo Parcialmente,Neutro,Discordo Parcialmente,Neutro,Discordo Parcialmente,Discordo Parcialmente,Discordo Parcialmente,Concordo parcialmente,Neutro,Concordo parcialmente,Concordo parcialmente,Concordo completamente,Concordo parcialmente,Concordo completamente,Neutro,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Neutro,Neutro,Neutro,Concordo parcialmente,Discordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Atualmente não é.,Disseminação da cultura de uso no ambiente de trabalho.,Quando a comunicação com o cliente desempenha uma grande parte do projeto.,Não
2013/07/03 6:37:43 PM GMT-4,26,Engenharia da Computação,pós-graduando (MBA),de 5 a 6 anos,Programador,de 3 a 4 anos,menos de 2 anos,de 5 a 6 anos,iVirtua,Discordo Parcialmente,Neutro,Concordo Parcialmente,Neutro,Neutro,Concordo Parcialmente,Concordo Parcialmente,Discordo Parcialmente,Discordo Parcialmente,Concordo Parcialmente,Discordo Parcialmente,Concordo Parcialmente,Neutro,Concordo Parcialmente,Concordo Parcialmente,Discordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Discordo Parcialmente,Concordo Parcialmente,Discordo Parcialmente,Discordo Parcialmente,Concordo Parcialmente,Discordo Parcialmente,Neutro,Neutro,Concordo parcialmente,Neutro,Concordo parcialmente,Discordo parcialmente,Neutro,Concordo parcialmente,Neutro,Neutro,Discordo parcialmente,Concordo parcialmente,Discordo parcialmente,Concordo parcialmente,Concordo completamente,Neutro,Concordo parcialmente,Neutro,Concordo parcialmente,Neutro,Neutro,Neutro,Com o coordenador anterior era utilizado. Agora não é mais utilizada.,,Acredito que vale a pena pra deixar claro para outras pessoas da equipe ou novos colaboradores a entender como o sistema funciona como um todo e também cada funcionalidade específica.,Não
2013/07/04 3:11:16 PM GMT-4,26,Análise de Sistemas,graduando,de 2 a 4 anos,Programador,de 3 a 4 anos,menos de 2 anos,de 3 a 4 anos,,Discordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Neutro,Neutro,Concordo Parcialmente,Discordo Parcialmente,Discordo Parcialmente,Neutro,Concordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Concordo Totalmente,Concordo Totalmente,Discordo Parcialmente,Concordo Totalmente,Concordo Parcialmente,Neutro,Discordo Parcialmente,Discordo Parcialmente,Discordo Totalmente,Concordo Parcialmente,Discordo Parcialmente,Discordo Parcialmente,Discordo Totalmente,Concordo parcialmente,Discordo parcialmente,Concordo parcialmente,Discordo parcialmente,Discordo parcialmente,Discordo parcialmente,Concordo completamente,Discordo parcialmente,Concordo parcialmente,Neutro,Neutro,Concordo parcialmente,Concordo parcialmente,Discordo parcialmente,Concordo parcialmente,Discordo parcialmente,Neutro,Neutro,Neutro,Neutro,,,,Não
2013/07/05 8:59:24 AM GMT-4,35,Ciência da Computação,Mestrado,mais de 8 anos,Gerente e Analista,mais de 8 anos,mais de 8 anos,mais de 8 anos,,Neutro,Discordo Parcialmente,Concordo Parcialmente,Neutro,Neutro,Concordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Discordo Parcialmente,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo Parcialmente,Concordo Parcialmente,Concordo Parcialmente,Concordo Totalmente,Concordo Parcialmente,Concordo Parcialmente,Discordo Totalmente,Discordo Totalmente,Discordo Totalmente,Neutro,Neutro,Discordo Totalmente,Discordo Totalmente,Discordo parcialmente,Discordo parcialmente,Discordo parcialmente,Discordo parcialmente,Discordo parcialmente,Concordo parcialmente,Concordo parcialmente,Discordo parcialmente,Discordo parcialmente,Concordo parcialmente,Neutro,Concordo parcialmente,Concordo parcialmente,,Neutro,Discordo completamente,Neutro,Neutro,Concordo parcialmente,Concordo parcialmente,"É bastante utilizada na fase de análise de requisitos e projeto (design) do software. Durante a fase de implementação pode ser utilizado algum diagrama para expressar/entender um componente mais complexo.
","Particularmente não vejo dificuldade nenhuma.
O problema da UML não está nos seus diagramas tampouco na questão da consistência entre os mesmos, apesar de essa inconsistência existir e todos fazerem isso parecer o maior dos problemas.
A grande barreira é no mau entendimento dos diagramas. ""Utilizar"" UML não significa ter que fazer todos os diagramas em todas as fases e níveis de abstração do softwares. Os diagramas também não são o software em si, pelo menos na maioria dos casos ela não é utilizada para esse fim. Se estiver pensando e MDD (Model Driven Development) é outra história. Nesse caso o modelo é tudo. Todo o resto é consequência do modelo. 
Os diagramas (exceto na abordagem MDD) servem de auxílio para os analistas e desenvolvedores e devem ser usados quando a equipe sentir a necessidade. A UML é uma poderosa linguagem para entendimento do software nos vários níveis de abstração. Quando usada adequadamente ela contribui para criação de um produto melhor. Quando usada inadequadamente (de forma forçada) acaba consumindo recurso e não ajudando muito.
Resumindo, os diagramas devem ser usados como meio para entender diversos aspectos do software a ser desenvolvido e não como o fim. O objetivo do desenvolvimento é o software e não os diagramas.

","Para entendimento dos requisitos, através do uso de diagramas de classe em nível de domínio (conceitual) e diagramas de casos de uso para os requisitos funcionais.
Diagramas de atividades para entendimento de processos em nível de negócio (apesar de a BPMN ser mais poderosa) ou para entendimento do comportamento de algum processo dentro do software.
Diagrama de sequencia para entendimento de interações entre determinados objetos do sistema.
Diagramas de componentes para expressar a relação entre os componentes da arquitetura.",Sim
